method,criterium,Name,F-Measure,Fps,PSNR,DRD,Recall,Rps,Pps
dyn_wgt_sc2_4equal_201e,error,h08,82.4758,89.2428,16.1429,3.8121,72.3724,95.8579,84.262
dyn_wgt_sc2_4equal_201e,error,h09,87.5724,93.8594,19.7614,2.4583,80.2766,96.3268,92.5011
dyn_wgt_sc2_4equal_201e,error,h10,76.7678,75.0673,16.358,6.4209,63.1017,97.9896,61.0148
dyn_wgt_sc2_64_201e,error,h01,83.1159,87.9256,14.797,6.2785,76.313,91.2503,86.6185
dyn_wgt_sc2_64_201e,error,h02,66.443,73.8659,16.3196,10.7798,51.2517,94.434,61.2483
dyn_wgt_sc2_64_201e,error,h03,67.9252,73.039,14.2174,7.3533,56.5976,84.9216,66.0622
dyn_wgt_sc2_64_201e,error,h04,82.2884,84.1781,15.4801,4.7898,79.0048,85.8569,85.724
dyn_wgt_sc2_64_201e,error,h05,88.3346,89.3322,18.4876,3.9573,92.8436,84.2434,98.3723
dyn_wgt_sc2_64_201e,error,h06,74.7571,75.4762,15.1686,5.5468,71.0883,78.8251,78.4343
dyn_wgt_sc2_64_201e,error,h07,86.0761,89.0884,17.2644,4.0827,82.6673,89.7781,90.7844
dyn_wgt_sc2_64_201e,error,h08,66.8791,69.9534,13.4507,7.4468,57.7151,79.5024,65.6952
dyn_wgt_sc2_64_201e,error,h09,70.7142,71.6807,16.0275,6.2391,64.9914,77.5421,71.3361
dyn_wgt_sc2_64_201e,error,h10,71.347,70.5302,15.4922,7.9912,58.0415,92.5671,57.715
dyn_wgt_sc4_16_201e,error,h01,90.806,95.0137,17.3315,3.3431,85.4197,96.9173,93.8772
dyn_wgt_sc4_16_201e,error,h02,73.6053,80.0142,17.2227,8.6726,58.6307,98.8528,67.3315
dyn_wgt_sc4_16_201e,error,h03,86.2666,94.0151,17.5699,3.265,77.5792,97.1451,91.6441
dyn_wgt_sc4_16_201e,error,h04,88.4638,91.9119,17.464,3.0103,82.5813,95.2485,89.8109
dyn_wgt_sc4_16_201e,error,h05,93.6686,94.1497,21.2412,1.8162,96.2166,91.2521,99.5445
dyn_wgt_sc4_16_201e,error,h06,88.2147,94.9373,18.5894,2.397,81.734,95.8117,95.6656
dyn_wgt_sc4_16_201e,error,h07,90.6685,93.6984,18.9943,2.6789,87.243,94.374,94.3827
dyn_wgt_sc4_16_201e,error,h08,81.2257,89.3616,15.9117,4.0574,70.1679,96.4209,83.9479
dyn_wgt_sc4_16_201e,error,h09,87.1911,93.7929,19.6238,2.5669,80.0456,95.7373,92.9915
dyn_wgt_sc4_16_201e,error,h10,75.2824,75.3409,16.1663,6.7616,60.7878,98.8537,60.969
no_wgt_sc2_16_201e,error,h01,89.7035,94.0539,16.8904,3.7947,83.4006,97.037,91.8953
no_wgt_sc2_16_201e,error,h02,76.1631,82.1145,17.5712,7.9514,61.9976,98.7186,70.4344
no_wgt_sc2_16_201e,error,h03,86.6585,94.2854,17.6864,3.1065,78.0971,97.328,92.0066
no_wgt_sc2_16_201e,error,h04,88.6787,92.2412,17.5468,2.94,82.7608,95.5081,90.1567
no_wgt_sc2_16_201e,error,h05,93.812,95.1129,21.4124,1.721,94.7853,92.8584,99.3201
no_wgt_sc2_16_201e,error,h06,87.9996,95.3699,18.5326,2.4037,81.1271,96.1443,95.9931
no_wgt_sc2_16_201e,error,h07,90.0383,93.5263,18.767,2.8527,85.5164,95.0652,93.1813
no_wgt_sc2_16_201e,error,h08,83.8968,90.8855,16.4561,3.4933,74.5412,95.9379,87.1854
no_wgt_sc2_16_201e,error,h09,88.4861,94.8572,20.0458,2.2844,82.0016,96.0843,94.7403
no_wgt_sc2_16_201e,error,h10,77.5859,77.4265,16.495,6.2137,64.0505,98.3748,63.9992
stat_wgt05_sc2_16_201e,error,h01,89.7257,92.2756,16.7918,3.8882,85.5222,94.3638,91.4994
stat_wgt05_sc2_16_201e,error,h02,81.8125,85.6139,18.455,6.3938,71.2114,96.122,77.7387
stat_wgt05_sc2_16_201e,error,h03,89.3642,93.2243,18.3755,2.6699,86.2019,92.7674,95.3833
stat_wgt05_sc2_16_201e,error,h04,90.0845,91.414,17.8809,2.649,88.8852,91.3166,93.6291
stat_wgt05_sc2_16_201e,error,h05,92.8799,92.6161,20.6429,2.1562,97.3683,88.787,99.7114
stat_wgt05_sc2_16_201e,error,h06,89.6178,92.7406,18.8958,2.228,87.8348,91.4746,97.327
stat_wgt05_sc2_16_201e,error,h07,90.4005,91.9363,18.7638,2.8342,89.1658,91.67,94.2441
stat_wgt05_sc2_16_201e,error,h08,85.6067,89.1024,16.6446,3.284,81.4817,90.1716,90.402
stat_wgt05_sc2_16_201e,error,h09,89.3132,92.1925,20.13,2.2201,87.4631,91.2432,96.074
stat_wgt05_sc2_16_201e,error,h10,81.284,80.4782,17.0547,5.3517,70.6448,95.6959,69.9895
stat_wgt20_sc2_16_201e,error,h01,90.7194,95.6273,17.324,3.2929,84.6871,97.6769,94.1844
stat_wgt20_sc2_16_201e,error,h02,70.3475,76.4085,16.8318,9.6469,54.5766,98.937,62.3292
stat_wgt20_sc2_16_201e,error,h03,85.9848,95.0888,17.5261,3.1843,76.539,98.0902,92.6792
stat_wgt20_sc2_16_201e,error,h04,87.1785,92.2098,17.1334,3.2614,79.0144,97.2241,88.254
stat_wgt20_sc2_16_201e,error,h05,93.4214,96.6387,21.3129,1.7722,90.8454,96.1478,98.0858
stat_wgt20_sc2_16_201e,error,h06,86.471,95.667,18.1113,2.6528,77.9147,97.1385,95.2661
stat_wgt20_sc2_16_201e,error,h07,88.0006,93.385,18.1283,3.395,80.3803,97.217,90.43
stat_wgt20_sc2_16_201e,error,h08,81.5519,89.7918,15.972,3.9409,70.7058,96.3286,84.8045
stat_wgt20_sc2_16_201e,error,h09,86.5808,94.5546,19.4736,2.6437,78.5399,96.456,93.5341
stat_wgt20_sc2_16_201e,error,h10,72.6327,72.4943,15.8266,7.4423,57.2797,99.23,57.1703
