method,criterium,Name,F-Measure,Fps,PSNR,DRD,Recall,Rps,Pps
dyn_wgt_sc2_16_201e,error,pr07,95.0782,96.8858,16.8357,1.4344,94.5083,95.655,99.556
dyn_wgt_sc2_16_201e,error,pr08,84.8166,85.3486,15.39,6.3155,94.0486,77.2351,99.7479
dyn_wgt_sc2_4equal_201e,error,hw01,89.2707,91.611,21.1157,2.8514,82.3103,97.517,86.816
dyn_wgt_sc2_4equal_201e,error,hw02,93.9589,96.3834,20.9411,1.6574,93.3315,94.5949,99.1402
dyn_wgt_sc2_4equal_201e,error,hw03,88.4823,91.6453,18.5498,3.073,81.2676,97.103,87.3276
dyn_wgt_sc2_4equal_201e,error,hw04,93.4604,93.9906,21.8435,3.7964,98.1389,89.2078,99.9633
dyn_wgt_sc2_4equal_201e,error,hw05,72.8639,72.348,16.4325,17.3925,98.2979,57.8862,99.9678
dyn_wgt_sc2_4equal_201e,error,hw06,96.0578,97.4788,22.7957,1.2116,95.725,96.3929,99.4213
dyn_wgt_sc2_4equal_201e,error,hw07,67.3629,74.6854,19.4246,5.3096,51.3465,97.9007,60.5661
dyn_wgt_sc2_4equal_201e,error,hw08,95.8925,97.3319,23.0415,1.515,96.1334,95.6529,99.7493
dyn_wgt_sc2_4equal_201e,error,pr01,92.2966,94.0174,20.9923,2.4528,93.7953,90.845,99.3415
dyn_wgt_sc2_4equal_201e,error,pr02,95.3504,95.2711,20.676,1.7853,98.2754,92.5944,99.9227
dyn_wgt_sc2_4equal_201e,error,pr03,96.1182,97.9116,22.5164,1.5196,94.797,97.4767,98.7979
dyn_wgt_sc2_4equal_201e,error,pr04,93.5926,96.1412,18.0671,2.7883,91.8124,95.4431,97.7281
dyn_wgt_sc2_4equal_201e,error,pr05,94.1442,94.67,16.5499,3.0762,96.7609,91.6653,99.8951
dyn_wgt_sc2_4equal_201e,error,pr06,81.5802,80.7802,13.0823,11.2696,95.9396,70.9596,98.9866
dyn_wgt_sc2_4equal_201e,error,pr07,95.6369,96.1547,17.2795,1.3223,96.8193,94.4831,99.728
dyn_wgt_sc2_4equal_201e,error,pr08,80.8941,80.7107,14.1609,8.747,94.6005,70.6569,99.8353
dyn_wgt_sc2_64_201e,error,hw01,80.3875,85.0242,18.7381,5.0636,70.102,94.2103,78.3892
dyn_wgt_sc2_64_201e,error,hw02,85.2001,88.928,17.1661,3.6563,82.3933,88.2048,92.5798
dyn_wgt_sc2_64_201e,error,hw03,78.4355,82.6285,16.0042,5.4723,69.1446,90.6109,77.5324
dyn_wgt_sc2_64_201e,error,hw04,93.1561,94.6947,21.7701,3.3813,95.0621,91.3251,99.2202
dyn_wgt_sc2_64_201e,error,hw05,77.688,77.0532,17.6603,12.0848,96.0756,65.208,99.6134
dyn_wgt_sc2_64_201e,error,hw06,91.7178,94.5272,19.638,2.5377,90.0126,93.4888,97.1906
dyn_wgt_sc2_64_201e,error,hw07,43.1143,45.5071,17.7226,8.0579,27.9009,94.812,30.0744
dyn_wgt_sc2_64_201e,error,hw08,91.913,95.7256,20.2454,2.8048,89.0966,94.9132,97.5018
dyn_wgt_sc2_64_201e,error,pr01,84.909,86.411,18.0715,4.2313,86.2955,83.5662,94.4009
dyn_wgt_sc2_64_201e,error,pr02,92.1072,93.6447,18.4395,2.7329,93.594,90.6669,99.3559
dyn_wgt_sc2_64_201e,error,pr03,87.4898,90.4036,17.643,5.3053,82.2357,93.4611,88.8956
dyn_wgt_sc2_64_201e,error,pr04,90.6252,94.0632,16.4579,4.1897,88.0121,93.3981,96.0409
dyn_wgt_sc2_64_201e,error,pr05,91.7338,94.7363,15.2194,3.8116,90.7328,92.7572,98.2877
dyn_wgt_sc2_64_201e,error,pr06,76.6295,76.8333,12.0065,14.1549,90.9912,66.1833,97.3626
dyn_wgt_sc2_64_201e,error,pr07,88.856,90.3104,13.2301,3.4913,89.4793,88.2413,96.3826
dyn_wgt_sc2_64_201e,error,pr08,77.9654,76.6594,13.4553,9.2814,93.0047,67.1129,98.2761
dyn_wgt_sc4_16_201e,error,hw01,91.3556,93.4919,21.9022,2.285,87.2314,95.8892,92.0727
dyn_wgt_sc4_16_201e,error,hw02,93.7375,95.9739,20.7704,1.5811,93.4207,94.0565,99.3813
dyn_wgt_sc4_16_201e,error,hw03,90.8082,93.498,19.3451,2.4518,87.0199,94.9414,93.1848
dyn_wgt_sc4_16_201e,error,hw04,96.2568,96.85,24.4006,1.6426,98.003,94.5718,99.96
dyn_wgt_sc4_16_201e,error,hw05,77.8568,77.2294,17.6205,12.7673,97.9115,64.6208,99.9466
dyn_wgt_sc4_16_201e,error,hw06,95.9167,96.6472,22.5836,1.2395,96.8985,94.9547,99.6868
dyn_wgt_sc4_16_201e,error,hw07,71.3386,78.0516,19.8022,4.8181,56.7638,95.9837,66.3563
dyn_wgt_sc4_16_201e,error,hw08,95.8972,97.1949,23.0341,1.4692,96.4117,95.3882,99.861
dyn_wgt_sc4_16_201e,error,pr01,92.5432,93.7008,21.1292,2.1493,94.1411,90.9986,99.0148
dyn_wgt_sc4_16_201e,error,pr02,95.1829,95.4058,20.5409,1.7607,97.6842,92.8066,99.9603
dyn_wgt_sc4_16_201e,error,pr03,95.593,97.095,21.921,1.8113,95.2456,95.9429,99.0304
dyn_wgt_sc4_16_201e,error,pr04,91.3393,94.1853,16.8278,3.9597,88.182,94.7311,94.6547
dyn_wgt_sc4_16_201e,error,pr05,94.2868,95.6827,16.7255,2.7734,95.3889,93.2098,99.6187
dyn_wgt_sc4_16_201e,error,pr06,82.9512,82.9694,13.5656,9.7761,94.2971,74.0424,98.4082
dyn_wgt_sc4_16_201e,error,pr07,94.529,95.0951,16.2749,1.6565,96.1816,92.9322,99.7378
dyn_wgt_sc4_16_201e,error,pr08,81.6804,81.5335,14.3702,8.2439,94.9329,71.6748,99.8286
no_wgt_sc2_16_201e,error,hw01,91.8623,94.3964,22.1671,2.1453,87.6622,96.4851,93.1238
no_wgt_sc2_16_201e,error,hw02,93.5219,95.8252,20.6188,1.7685,93.3056,93.7391,99.2166
no_wgt_sc2_16_201e,error,hw03,92.2906,94.6983,20.0244,2.0788,90.1796,94.5029,96.134
no_wgt_sc2_16_201e,error,hw04,96.1937,96.9775,24.3389,1.7386,97.6942,94.7386,99.9265
no_wgt_sc2_16_201e,error,hw05,76.0263,75.7275,17.1954,14.4211,97.39,62.3492,99.8996
no_wgt_sc2_16_201e,error,hw06,96.1331,97.3854,22.8707,1.1423,95.9933,96.2734,99.4543
no_wgt_sc2_16_201e,error,hw07,78.1844,84.9428,20.7411,3.831,65.8418,96.222,76.7637
no_wgt_sc2_16_201e,error,hw08,96.1157,97.6631,23.3006,1.3815,95.9916,96.2401,99.7149
no_wgt_sc2_16_201e,error,pr01,91.5351,93.2887,20.574,2.697,93.2139,89.9157,98.8187
no_wgt_sc2_16_201e,error,pr02,95.3121,95.5662,20.6635,1.7527,97.7154,93.0242,99.9284
no_wgt_sc2_16_201e,error,pr03,95.8009,97.6075,22.1588,1.689,94.8426,96.7787,99.035
no_wgt_sc2_16_201e,error,pr04,93.9232,95.2328,18.1849,2.6643,94.5487,93.3059,98.627
no_wgt_sc2_16_201e,error,pr05,94.7355,95.3398,17.0298,2.6062,96.9727,92.5991,99.8458
no_wgt_sc2_16_201e,error,pr06,79.6004,78.9995,12.5519,12.8217,95.5061,68.2362,99.1368
no_wgt_sc2_16_201e,error,pr07,95.0097,96.1434,16.7301,1.4959,95.4383,94.585,99.5247
no_wgt_sc2_16_201e,error,pr08,83.302,83.2377,14.8677,7.2246,94.7235,74.3385,99.7634
stat_wgt05_sc2_16_201e,error,hw01,86.371,89.2264,20.1553,3.5886,78.2107,96.4325,83.6159
stat_wgt05_sc2_16_201e,error,hw02,92.1671,95.0197,19.8213,2.0133,91.3785,92.9694,98.7619
stat_wgt05_sc2_16_201e,error,hw03,84.0175,87.8455,17.2323,4.1914,75.3183,94.9887,82.5688
stat_wgt05_sc2_16_201e,error,hw04,93.4053,93.7065,21.7947,3.6667,98.3583,88.9272,99.9656
stat_wgt05_sc2_16_201e,error,hw05,74.9845,73.7083,16.8998,15.1225,98.5399,60.518,99.9763
stat_wgt05_sc2_16_201e,error,hw06,95.026,95.9694,21.7313,1.5469,95.8957,94.1719,99.2392
stat_wgt05_sc2_16_201e,error,hw07,57.7895,63.8873,18.5912,6.4978,41.2639,96.3938,48.0108
stat_wgt05_sc2_16_201e,error,hw08,95.1891,96.6819,22.3496,1.6896,95.5441,94.8367,99.5184
stat_wgt05_sc2_16_201e,error,pr01,91.0134,92.7313,20.319,2.6749,92.5801,89.4988,98.7163
stat_wgt05_sc2_16_201e,error,pr02,94.4402,94.5559,19.8885,2.0832,97.5854,91.4914,99.9413
stat_wgt05_sc2_16_201e,error,pr03,94.7716,97.0477,21.2553,2.035,92.7784,96.8523,97.846
stat_wgt05_sc2_16_201e,error,pr04,90.6538,92.34,16.2875,4.8674,91.8442,89.494,96.8583
stat_wgt05_sc2_16_201e,error,pr05,93.1863,93.2761,15.8233,3.7443,97.3011,89.4054,99.8985
stat_wgt05_sc2_16_201e,error,pr06,78.1542,76.9994,12.1386,14.1552,96.3058,65.7598,99.216
stat_wgt05_sc2_16_201e,error,pr07,93.8397,94.3394,15.7442,1.9057,95.8188,91.9407,99.5236
stat_wgt05_sc2_16_201e,error,pr08,78.945,78.5426,13.6427,9.7787,94.3912,67.8431,99.7219
stat_wgt20_sc2_16_201e,error,hw01,90.6438,93.9546,21.6487,2.4515,84.7729,97.3884,91.2701
stat_wgt20_sc2_16_201e,error,hw02,93.2947,97.0759,20.585,1.6763,90.6274,96.1237,98.9138
stat_wgt20_sc2_16_201e,error,hw03,90.6594,94.7299,19.3497,2.428,85.4039,96.6041,93.6682
stat_wgt20_sc2_16_201e,error,hw04,96.7649,98.1651,25.1195,1.2978,96.6022,96.928,99.8801
stat_wgt20_sc2_16_201e,error,hw05,86.4304,86.8476,20.2889,6.4476,95.9473,78.6311,99.8851
stat_wgt20_sc2_16_201e,error,hw06,96.1019,97.8922,22.8702,1.1539,95.2029,97.018,99.5088
stat_wgt20_sc2_16_201e,error,hw07,72.8929,81.3219,20.0264,4.5483,58.2395,97.3993,70.2247
stat_wgt20_sc2_16_201e,error,hw08,95.9021,98.2061,23.1245,1.3986,94.5433,97.3005,99.5575
stat_wgt20_sc2_16_201e,error,pr01,92.8216,95.61,21.4251,1.9629,91.6267,94.0481,98.9003
stat_wgt20_sc2_16_201e,error,pr02,95.6332,96.7098,21.0455,1.5362,96.3923,94.886,99.919
stat_wgt20_sc2_16_201e,error,pr03,95.4638,98.2872,21.9009,1.7263,92.8372,98.2434,98.7015
stat_wgt20_sc2_16_201e,error,pr04,91.579,95.0867,17.014,3.7299,87.1127,96.528,94.2938
stat_wgt20_sc2_16_201e,error,pr05,94.5472,96.5725,16.991,2.5967,94.2788,94.8171,99.3579
stat_wgt20_sc2_16_201e,error,pr06,80.8699,80.9502,12.9733,11.5054,93.9009,71.0149,98.8328
stat_wgt20_sc2_16_201e,error,pr07,94.8775,96.6739,16.6569,1.522,94.4245,95.3349,99.5933
stat_wgt20_sc2_16_201e,error,pr08,84.9513,85.4909,15.4579,6.1176,93.5654,77.7895,99.7249
