method,criterium,Name,F-Measure,Fps,PSNR,DRD,Recall,Rps,Pps
dyn_wgt_sc2_4equal_201e,error,h02,79.3961,80.724,15.2421,7.2691,68.0252,95.3313,70.5612
dyn_wgt_sc2_4equal_201e,error,h03,73.0473,73.4518,15.622,11.7857,58.4167,97.4552,59.0598
dyn_wgt_sc2_4equal_201e,error,h04,93.528,93.4957,22.0952,1.9966,91.9146,95.1991,92.845
dyn_wgt_sc2_4equal_201e,error,h05,93.1622,93.7951,20.8146,1.852,95.163,91.2438,98.6769
dyn_wgt_sc2_4equal_201e,error,h06,92.5363,92.9551,20.0005,2.702,94.0313,91.0881,96.7956
dyn_wgt_sc2_4equal_201e,error,h07,89.4922,94.23,18.7409,2.2743,85.4139,93.9794,96.4045
dyn_wgt_sc2_4equal_201e,error,h08,94.4726,94.3536,20.944,1.7423,97.2112,91.8841,99.4605
dyn_wgt_sc2_4equal_201e,error,h09,92.0407,94.9901,17.6521,2.9315,86.4764,98.3703,92.188
dyn_wgt_sc2_4equal_201e,error,h10,88.8299,90.6778,16.9101,5.0397,81.2759,97.9319,84.7411
dyn_wgt_sc2_4equal_201e,error,h11,72.4898,75.0804,14.2572,10.1327,57.6938,97.4926,61.2445
dyn_wgt_sc2_4equal_201e,error,h12,89.5178,91.3299,19.3794,2.676,85.3983,94.0549,90.0644
dyn_wgt_sc2_4equal_201e,error,h13,81.3243,87.0381,18.0319,4.3747,70.831,95.4673,80.7314
dyn_wgt_sc2_4equal_201e,error,h14,95.5753,97.0244,23.9305,1.245,95.199,95.9545,99.1212
dyn_wgt_sc2_64_201e,error,h01,88.8425,88.4816,19.1994,5.7326,84.1671,94.0679,84.3837
dyn_wgt_sc2_64_201e,error,h02,74.3034,78.401,14.4295,8.5283,61.5477,93.7285,68.1661
dyn_wgt_sc2_64_201e,error,h03,76.6573,80.3523,16.0291,10.399,64.4499,94.5697,70.3609
dyn_wgt_sc2_64_201e,error,h04,89.231,89.604,19.9244,3.324,86.8751,91.7184,89.2667
dyn_wgt_sc2_64_201e,error,h05,88.304,89.1557,18.4013,3.4431,91.9207,84.9611,97.6655
dyn_wgt_sc2_64_201e,error,h06,87.4773,89.3963,17.755,4.8761,88.8504,86.1459,95.5611
dyn_wgt_sc2_64_201e,error,h07,66.3858,69.3835,14.1702,7.1059,56.7384,79.986,64.6979
dyn_wgt_sc2_64_201e,error,h08,89.6018,88.9588,18.0297,3.3225,95.8794,84.0957,99.3844
dyn_wgt_sc2_64_201e,error,h09,75.8617,82.8085,13.3332,8.476,63.5344,94.1244,74.8364
dyn_wgt_sc2_64_201e,error,h10,73.6637,79.1648,13.6763,10.9751,60.1919,94.9046,68.5792
dyn_wgt_sc2_64_201e,error,h11,61.4685,71.0148,13.1252,12.8077,45.3294,95.4541,56.929
dyn_wgt_sc2_64_201e,error,h12,76.5303,79.7823,16.2591,5.8345,66.8885,89.42,73.662
dyn_wgt_sc2_64_201e,error,h13,43.1594,49.3643,14.3926,10.6849,28.5512,88.3786,34.6522
dyn_wgt_sc2_64_201e,error,h14,87.7995,91.0184,19.6403,3.502,85.1745,90.5914,93.6975
dyn_wgt_sc4_16_201e,error,h01,94.8761,94.9826,22.4529,2.4863,92.5337,97.3403,93.2084
dyn_wgt_sc4_16_201e,error,h02,85.3677,88.1386,16.5079,5.1464,76.9526,95.8492,82.281
dyn_wgt_sc4_16_201e,error,h03,80.7659,82.3553,16.7745,8.7782,69.4123,96.5601,72.0978
dyn_wgt_sc4_16_201e,error,h04,92.4723,92.5944,21.4717,2.3099,90.1921,94.8707,91.4576
dyn_wgt_sc4_16_201e,error,h05,93.3335,94.0589,20.9113,1.8171,95.6342,91.141,99.4011
dyn_wgt_sc4_16_201e,error,h06,91.1378,92.2691,19.2192,3.559,93.3685,89.0112,97.3567
dyn_wgt_sc4_16_201e,error,h07,87.2018,91.9732,17.941,2.7939,82.1523,92.9126,93.1263
dyn_wgt_sc4_16_201e,error,h08,94.7613,94.9415,21.1952,1.5276,97.0993,92.5333,99.6894
dyn_wgt_sc4_16_201e,error,h09,88.4604,91.1597,16.1514,4.4694,80.9884,97.4514,86.1191
dyn_wgt_sc4_16_201e,error,h10,87.1801,89.4032,16.3516,5.93,79.0395,97.1901,83.1928
dyn_wgt_sc4_16_201e,error,h11,83.9239,86.7103,16.1272,6.2437,74.311,96.3933,79.3278
dyn_wgt_sc4_16_201e,error,h12,88.8876,92.2239,19.1832,2.7811,83.6846,94.7805,90.9656
dyn_wgt_sc4_16_201e,error,h13,82.5961,88.2168,18.2493,4.104,73.4271,94.3819,83.8523
dyn_wgt_sc4_16_201e,error,h14,94.7567,96.8049,23.2307,1.4273,93.5757,95.9679,98.6552
no_wgt_sc2_16_201e,error,h01,94.7325,94.4576,22.3003,2.5543,93.0885,96.4357,93.1738
no_wgt_sc2_16_201e,error,h02,82.1698,84.161,15.7286,6.3194,72.733,94.4204,76.7441
no_wgt_sc2_16_201e,error,h03,79.2906,80.368,16.4761,9.4118,67.7908,95.4889,69.7581
no_wgt_sc2_16_201e,error,h04,92.3825,92.4261,21.4061,2.3365,90.398,94.4561,91.6194
no_wgt_sc2_16_201e,error,h05,93.0474,94.0214,20.7454,1.8765,94.9771,91.1945,99.2432
no_wgt_sc2_16_201e,error,h06,91.2968,92.1784,19.2888,3.4295,93.7252,88.991,97.5076
no_wgt_sc2_16_201e,error,h07,86.2519,90.8458,17.6331,3.0363,81.2003,91.9737,92.0563
no_wgt_sc2_16_201e,error,h08,94.4886,94.7564,20.9665,1.5678,97.0063,92.0983,99.8686
no_wgt_sc2_16_201e,error,h09,87.0745,89.5412,15.691,5.0601,79.1321,96.7893,83.8968
no_wgt_sc2_16_201e,error,h10,87.9336,90.0249,16.5259,5.6566,81.3699,95.6492,85.792
no_wgt_sc2_16_201e,error,h11,80.6694,82.9223,15.3857,7.5731,70.4622,94.3348,74.7045
no_wgt_sc2_16_201e,error,h12,87.6167,89.2888,18.6122,3.2249,84.424,91.0603,89.6224
no_wgt_sc2_16_201e,error,h13,80.5737,84.7475,17.7011,4.7592,72.8049,90.1984,81.9093
no_wgt_sc2_16_201e,error,h14,94.42,96.3161,22.9418,1.543,93.6436,95.2094,98.6663
stat_wgt05_sc2_16_201e,error,h01,94.9144,94.8758,22.4302,2.5145,93.7551,96.1027,94.4426
stat_wgt05_sc2_16_201e,error,h02,82.7487,84.0837,15.8198,6.2158,74.1301,93.6351,77.2829
stat_wgt05_sc2_16_201e,error,h03,74.7925,75.1227,15.8132,11.2532,61.1983,96.1508,61.8913
stat_wgt05_sc2_16_201e,error,h04,92.3741,92.2052,21.3437,2.3606,91.5982,93.1632,92.7642
stat_wgt05_sc2_16_201e,error,h05,92.8436,92.7266,20.5301,1.9946,96.7497,89.2407,99.4582
stat_wgt05_sc2_16_201e,error,h06,91.9969,92.3608,19.6722,2.9796,94.027,90.0525,96.8436
stat_wgt05_sc2_16_201e,error,h07,87.6206,91.1126,17.9687,2.7574,84.7972,90.6384,94.523
stat_wgt05_sc2_16_201e,error,h08,94.2431,93.7736,20.7189,1.7263,98.063,90.7097,99.9028
stat_wgt05_sc2_16_201e,error,h09,91.0338,92.8802,17.0881,3.4704,86.4549,96.1248,90.761
stat_wgt05_sc2_16_201e,error,h10,90.249,91.195,17.3244,4.6038,85.9861,94.9567,88.792
stat_wgt05_sc2_16_201e,error,h11,82.8791,84.1486,15.8014,6.8408,74.2745,93.7386,77.3678
stat_wgt05_sc2_16_201e,error,h12,88.9012,90.738,19.0859,2.8666,85.6984,92.3526,90.9036
stat_wgt05_sc2_16_201e,error,h13,83.0735,85.8796,18.1654,4.251,77.4151,89.6243,84.5868
stat_wgt05_sc2_16_201e,error,h14,94.7457,95.6998,23.1228,1.4932,95.7168,93.7941,99.2946
stat_wgt20_sc2_16_201e,error,h01,94.572,95.0931,22.2266,2.6851,91.725,97.6013,93.1596
stat_wgt20_sc2_16_201e,error,h02,83.371,86.492,16.0329,5.8753,73.7727,95.8405,79.4318
stat_wgt20_sc2_16_201e,error,h03,74.4849,75.8768,15.7804,11.3586,60.6686,96.4499,62.7796
stat_wgt20_sc2_16_201e,error,h04,92.6781,93.6062,21.6052,2.2132,90.1218,95.3838,92.8512
stat_wgt20_sc2_16_201e,error,h05,93.3779,95.1848,21.0411,1.7488,93.485,93.2712,98.8282
stat_wgt20_sc2_16_201e,error,h06,92.1835,93.9533,19.88,2.8607,91.962,92.4062,96.9173
stat_wgt20_sc2_16_201e,error,h07,86.9542,93.4116,17.9343,2.8215,80.4884,94.5495,93.9386
stat_wgt20_sc2_16_201e,error,h08,95.0853,96.461,21.5609,1.3776,95.4677,94.7059,99.834
stat_wgt20_sc2_16_201e,error,h09,87.5345,90.3826,15.8693,4.8788,79.1678,97.8786,84.3744
stat_wgt20_sc2_16_201e,error,h10,88.2555,90.269,16.6501,5.5237,81.5393,96.1774,85.816
stat_wgt20_sc2_16_201e,error,h11,83.6921,85.8613,16.0081,6.4816,75.0833,94.5307,79.5467
stat_wgt20_sc2_16_201e,error,h12,88.2306,91.9807,18.9705,2.9577,82.3666,94.9936,90.2373
stat_wgt20_sc2_16_201e,error,h13,81.8857,87.7385,18.0755,4.3483,72.7949,93.571,83.7959
stat_wgt20_sc2_16_201e,error,h14,94.4801,96.9857,23.0289,1.5487,92.8411,96.178,98.6916
